Run number,Query Number,GT,EST,STD,Lower_CI,Upper_CI,RNG_Time,FA_time,Total_Time,Sampling Time,Bootstrap Time,Hit
0,1,227014.0,228999.0,11747.95,205973.02,252024.98,0.01,0.01,0.66,0.61,0.01,1
1,1,227014.0,224999.0,11678.39,202109.34,247888.66,0.02,0.02,0.65,0.61,0.02,1
2,1,227014.0,214999.0,11663.19,192139.14,237858.86,0.01,0.01,0.65,0.61,0.01,1
3,1,227014.0,231999.0,12397.85,207699.22,256298.78,0.02,0.02,0.67,0.62,0.02,1
4,1,227014.0,230999.0,12290.68,206909.27,255088.73,0.01,0.01,0.67,0.63,0.01,1
5,1,227014.0,207999.0,11979.01,184520.16,231477.84,0.01,0.01,0.66,0.62,0.01,1
6,1,227014.0,234999.0,11329.2,212793.77,257204.23,0.02,0.02,0.64,0.59,0.02,1
7,1,227014.0,217999.0,11699.16,195068.66,240929.34,0.01,0.01,0.65,0.62,0.01,1
8,1,227014.0,215999.0,12593.87,191315.02,240682.98,0.01,0.01,0.66,0.63,0.01,1
9,1,227014.0,219999.0,12846.91,194819.06,245178.94,0.01,0.01,0.65,0.61,0.01,1
0,2,278356.0,288000.0,12716.95,263074.78,312925.22,0.01,0.01,0.63,0.59,0.01,1
1,2,278356.0,273000.0,12768.88,247972.98,298027.0,0.0,0.01,0.59,0.56,0.01,1
2,2,278356.0,279000.0,13068.2,253386.31,304613.69,0.0,0.02,0.61,0.56,0.03,1
3,2,278356.0,277000.0,12174.06,253138.84,300861.16,0.02,0.02,0.62,0.58,0.02,1
4,2,278356.0,277000.0,12326.14,252840.78,301159.22,0.01,0.01,0.6,0.56,0.01,1
5,2,278356.0,259999.0,12402.12,235690.84,284307.16,0.01,0.01,0.61,0.57,0.01,1
6,2,278356.0,282000.0,12764.63,256981.33,307018.66,0.01,0.01,0.6,0.57,0.01,1
7,2,278356.0,291000.0,11978.69,267521.75,314478.25,0.01,0.01,0.6,0.57,0.01,1
8,2,278356.0,284000.0,12301.35,259889.34,308110.66,0.01,0.01,0.6,0.56,0.01,1
9,2,278356.0,282000.0,10970.55,260497.73,303502.28,0.0,0.01,0.59,0.56,0.01,1
0,3,192924.0,175999.0,11588.55,153285.44,198712.56,0.01,0.01,0.65,0.59,0.01,1
1,3,192924.0,181999.0,11741.54,158985.58,205012.42,0.01,0.02,0.65,0.57,0.02,1
2,3,192924.0,187999.0,10960.72,166516.0,209482.0,0.01,0.01,0.61,0.58,0.01,1
3,3,192924.0,182999.0,11337.39,160777.72,205220.28,0.01,0.01,0.61,0.58,0.01,1
4,3,192924.0,184999.0,11326.91,162798.27,207199.73,0.01,0.01,0.62,0.59,0.01,1
5,3,192924.0,196999.0,11258.8,174931.75,219066.25,0.01,0.01,0.59,0.56,0.01,1
6,3,192924.0,193999.0,11507.34,171444.61,216553.39,0.02,0.02,0.58,0.54,0.02,1
7,3,192924.0,226999.0,10721.18,205985.48,248012.52,0.01,0.01,0.6,0.56,0.01,0
8,3,192924.0,178999.0,11014.4,157410.78,200587.22,0.01,0.01,0.63,0.6,0.01,1
9,3,192924.0,204999.0,11563.87,182333.81,227664.19,0.0,0.01,0.62,0.59,0.01,1
0,4,218426.0,214999.0,12222.42,191043.05,238954.95,0.01,0.01,0.75,0.68,0.01,1
1,4,218426.0,211999.0,11108.76,190225.83,233772.17,0.01,0.01,0.78,0.71,0.01,1
2,4,218426.0,217999.0,12913.66,192688.22,243309.78,0.01,0.01,0.74,0.71,0.01,1
3,4,218426.0,222999.0,11733.53,200001.28,245996.72,0.0,0.01,0.71,0.67,0.01,1
4,4,218426.0,212999.0,11104.16,191234.86,234763.14,0.0,0.01,0.75,0.72,0.01,1
5,4,218426.0,219999.0,12347.96,195797.0,244201.0,0.01,0.01,0.75,0.71,0.01,1
6,4,218426.0,205999.0,11621.2,183221.44,228776.56,0.01,0.01,0.76,0.73,0.01,1
7,4,218426.0,219999.0,12408.55,195678.25,244319.75,0.01,0.01,0.78,0.71,0.01,1
8,4,218426.0,222999.0,12000.65,199477.72,246520.28,0.01,0.01,0.77,0.73,0.01,1
9,4,218426.0,205999.0,10886.71,184661.05,227336.95,0.01,0.01,0.75,0.72,0.01,1
0,5,429156.0,441999.0,10328.86,421754.44,462243.56,0.01,0.01,0.84,0.77,0.01,1
1,5,429156.0,420999.0,11892.47,397689.75,444308.25,0.01,0.01,0.82,0.75,0.01,1
2,5,429156.0,441999.0,10919.28,420597.22,463400.78,0.01,0.01,0.79,0.76,0.01,1
3,5,429156.0,430999.0,10775.54,409878.94,452119.06,0.01,0.01,0.75,0.72,0.01,1
4,5,429156.0,409999.0,10830.12,388771.97,431226.03,0.01,0.01,0.83,0.78,0.01,1
5,5,429156.0,424999.0,11379.55,402695.06,447302.94,0.01,0.01,0.83,0.76,0.01,1
6,5,429156.0,416999.0,11623.47,394217.0,439781.0,0.01,0.01,0.8,0.77,0.01,1
7,5,429156.0,432999.0,11082.12,411278.06,454719.94,0.01,0.01,0.77,0.74,0.01,1
8,5,429156.0,427999.0,11743.94,404980.88,451017.12,0.02,0.02,0.82,0.78,0.02,1
9,5,429156.0,424999.0,10789.32,403851.94,446146.06,0.01,0.01,0.82,0.79,0.01,1
0,6,163131.0,155000.0,11562.89,132336.73,177663.27,0.01,0.01,0.73,0.67,0.01,1
1,6,163131.0,159000.0,9853.35,139687.44,178312.56,0.01,0.01,0.72,0.66,0.01,1
2,6,163131.0,174999.0,10910.85,153613.73,196384.27,0.02,0.02,0.72,0.65,0.02,1
3,6,163131.0,156000.0,10879.57,134676.03,177323.97,0.01,0.01,0.75,0.69,0.01,1
4,6,163131.0,196999.0,12776.16,171957.73,222040.27,0.02,0.02,0.7,0.65,0.02,0
5,6,163131.0,141000.0,9342.42,122688.86,159311.14,0.01,0.01,0.71,0.67,0.01,0
6,6,163131.0,159000.0,10984.08,137471.2,180528.8,0.02,0.02,0.72,0.68,0.02,1
7,6,163131.0,146000.0,10929.12,124578.92,167421.08,0.01,0.01,0.72,0.69,0.01,1
8,6,163131.0,156000.0,11130.18,134184.86,177815.14,0.01,0.01,0.7,0.67,0.01,1
9,6,163131.0,162000.0,10228.04,141953.05,182046.95,0.01,0.01,0.67,0.64,0.01,1
0,7,107671.0,109999.0,10649.31,89126.34,130871.66,0.01,0.01,0.69,0.62,0.01,1
1,7,107671.0,116999.0,10147.13,97110.62,136887.38,0.01,0.01,0.66,0.62,0.01,1
2,7,107671.0,117999.0,9561.91,99257.66,136740.34,0.01,0.01,0.62,0.59,0.01,1
3,7,107671.0,98999.0,8335.23,82661.95,115336.05,0.01,0.01,0.67,0.64,0.01,1
4,7,107671.0,109999.0,9617.74,91148.23,128849.77,0.01,0.01,0.63,0.6,0.01,1
5,7,107671.0,114999.0,9234.97,96898.47,133099.53,0.01,0.01,0.66,0.62,0.01,1
6,7,107671.0,126999.0,10031.54,107337.18,146660.81,0.01,0.01,0.69,0.62,0.01,1
7,7,107671.0,96999.0,8847.14,79658.61,114339.39,0.01,0.01,0.65,0.62,0.01,1
8,7,107671.0,96999.0,8654.34,80036.49,113961.51,0.01,0.01,0.65,0.62,0.01,1
9,7,107671.0,113999.0,9664.94,95055.71,132942.28,0.01,0.01,0.67,0.64,0.01,1
0,8,109024.0,114999.0,9978.79,95440.58,134557.42,0.01,0.01,0.78,0.72,0.01,1
1,8,109024.0,96999.0,8864.85,79623.9,114374.1,0.01,0.01,0.77,0.7,0.01,1
2,8,109024.0,114999.0,9163.17,97039.19,132958.81,0.01,0.01,0.69,0.66,0.01,1
3,8,109024.0,103999.0,8831.71,86688.84,121309.16,0.01,0.01,0.74,0.71,0.01,1
4,8,109024.0,100999.0,8808.58,83734.17,118263.83,0.01,0.01,0.72,0.69,0.01,1
5,8,109024.0,119999.0,9521.85,101336.16,138661.84,0.01,0.01,0.76,0.72,0.01,1
6,8,109024.0,111999.0,9724.51,92938.96,131059.04,0.01,0.01,0.74,0.71,0.01,1
7,8,109024.0,121999.0,10375.37,101663.27,142334.72,0.01,0.01,0.73,0.69,0.01,1
8,8,109024.0,113999.0,10059.2,94282.97,133715.03,0.01,0.01,0.69,0.66,0.01,1
9,8,109024.0,106999.0,8575.82,90190.4,123807.6,0.01,0.01,0.72,0.68,0.01,1
0,9,126798.0,121999.0,9840.77,102711.1,141286.91,0.0,0.01,0.74,0.7,0.01,1
1,9,126798.0,128999.0,10398.61,108617.73,149380.28,0.01,0.01,0.73,0.67,0.01,1
2,9,126798.0,135000.0,10859.99,113714.43,156285.58,0.01,0.01,0.75,0.72,0.01,1
3,9,126798.0,128999.0,10206.56,108994.14,149003.86,0.0,0.01,0.71,0.68,0.01,1
