Run number,Query Number,GT,EST,STD,Lower_CI,Upper_CI,RNG_Time,FA_time,Total_Time,Sampling Time,Bootstrap Time,Hit
0,1,22790627.0,22858998.0,122115.55,22619652.0,23098344.0,15.11,15.84,90.29,63.5,15.84,1
1,1,22790627.0,22834998.0,119300.88,22601168.0,23068828.0,15.08,15.81,92.07,65.33,15.81,1
2,1,22790627.0,22825998.0,120481.41,22589854.0,23062142.0,15.1,15.74,92.26,65.53,15.74,1
3,1,22790627.0,22830998.0,116514.47,22602630.0,23059366.0,15.06,15.74,91.39,64.72,15.74,1
4,1,22790627.0,22870998.0,119665.28,22636454.0,23105542.0,15.08,15.75,92.99,66.22,15.75,1
5,1,22790627.0,22700998.0,117952.94,22469810.0,22932186.0,15.05,15.75,87.0,60.31,15.75,1
6,1,22790627.0,22891998.0,116750.34,22663168.0,23120828.0,15.02,15.75,98.69,71.87,15.75,1
7,1,22790627.0,22837998.0,118399.3,22605936.0,23070060.0,15.01,15.72,87.3,60.48,15.72,1
8,1,22790627.0,22635998.0,119780.11,22401228.0,22870768.0,15.21,15.86,89.49,62.63,15.86,1
9,1,22790627.0,23024998.0,115742.25,22798144.0,23251852.0,15.08,15.75,85.13,58.34,15.75,0
0,2,27856078.0,28079998.0,124520.06,27835938.0,28324058.0,14.93,15.7,78.69,51.91,15.7,1
1,2,27856078.0,27905998.0,123231.0,27664466.0,28147530.0,15.06,15.76,85.31,58.59,15.76,1
2,2,27856078.0,27941998.0,122942.31,27701032.0,28182964.0,15.01,15.76,81.92,55.17,15.76,1
3,2,27856078.0,27926998.0,120952.17,27689932.0,28164064.0,15.05,15.77,84.35,57.46,15.77,1
4,2,27856078.0,27994998.0,123257.05,27753414.0,28236582.0,15.07,15.76,86.27,59.48,15.76,1
5,2,27856078.0,28076998.0,122141.04,27837602.0,28316394.0,15.1,15.76,78.91,52.16,15.76,1
6,2,27856078.0,27953998.0,120863.94,27717104.0,28190892.0,14.96,15.72,84.34,57.59,15.72,1
7,2,27856078.0,27689998.0,124083.85,27446794.0,27933202.0,14.97,15.72,81.95,55.2,15.72,1
8,2,27856078.0,27799998.0,119709.18,27565368.0,28034628.0,15.01,15.71,78.51,51.79,15.71,1
9,2,27856078.0,27879998.0,119215.76,27646336.0,28113660.0,15.0,15.78,79.78,53.03,15.78,1
0,3,19280625.0,19178000.0,115027.15,18952546.0,19403454.0,15.09,15.76,85.23,58.43,15.76,1
1,3,19280625.0,19262000.0,113787.4,19038976.0,19485024.0,15.01,15.69,82.81,56.14,15.69,1
2,3,19280625.0,19329000.0,112486.93,19108526.0,19549474.0,15.02,15.72,77.94,51.17,15.72,1
3,3,19280625.0,19246000.0,115229.27,19020150.0,19471850.0,14.98,15.69,80.11,53.37,15.69,1
4,3,19280625.0,19228000.0,114526.5,19003528.0,19452472.0,15.07,15.71,83.73,57.04,15.71,1
5,3,19280625.0,19249000.0,113563.69,19026416.0,19471584.0,14.94,15.64,76.83,50.13,15.64,1
6,3,19280625.0,19144000.0,115065.14,18918472.0,19369528.0,15.04,15.72,84.6,57.99,15.72,1
7,3,19280625.0,19209000.0,113038.09,18987446.0,19430554.0,15.04,15.69,82.34,55.64,15.69,1
8,3,19280625.0,19315000.0,113372.44,19092790.0,19537210.0,15.09,15.76,79.4,52.66,15.76,1
9,3,19280625.0,19386000.0,115747.45,19159134.0,19612866.0,15.15,15.77,80.26,53.45,15.77,1
0,4,21809885.0,21551998.0,117712.48,21321282.0,21782714.0,15.14,15.78,105.54,78.63,15.78,0
1,4,21809885.0,21652998.0,117852.8,21422006.0,21883990.0,14.99,15.7,102.24,75.49,15.7,1
2,4,21809885.0,21971998.0,118126.77,21740470.0,22203526.0,15.09,15.76,102.57,75.81,15.76,1
3,4,21809885.0,21700998.0,122240.3,21461408.0,21940588.0,15.03,15.68,93.92,67.16,15.68,1
4,4,21809885.0,21559998.0,119760.63,21325268.0,21794728.0,15.11,15.68,93.96,66.96,15.68,0
5,4,21809885.0,21984998.0,115823.61,21757984.0,22212012.0,15.1,15.77,100.53,73.73,15.77,1
6,4,21809885.0,21827998.0,117044.27,21598592.0,22057404.0,15.02,15.66,92.65,65.91,15.66,1
7,4,21809885.0,21913998.0,119570.14,21679640.0,22148356.0,15.11,15.74,97.02,70.31,15.74,1
8,4,21809885.0,21884998.0,119694.34,21650398.0,22119598.0,14.97,15.67,89.97,63.23,15.67,1
9,4,21809885.0,21760998.0,116576.62,21532508.0,21989488.0,14.96,15.67,93.08,66.42,15.67,1
0,5,43877172.0,43987996.0,107459.61,43777376.0,44198616.0,15.02,15.64,107.96,81.29,15.64,1
1,5,43877172.0,43868996.0,107130.78,43659020.0,44078972.0,15.05,15.66,106.07,79.4,15.66,1
2,5,43877172.0,43853996.0,107459.47,43643376.0,44064616.0,15.03,15.61,97.27,70.58,15.61,1
3,5,43877172.0,44070996.0,107758.09,43859792.0,44282200.0,15.13,15.68,99.53,72.74,15.68,1
4,5,43877172.0,43898996.0,109662.3,43684056.0,44113936.0,15.06,15.62,99.16,72.49,15.62,1
5,5,43877172.0,43915996.0,106732.92,43706800.0,44125192.0,15.0,15.63,105.58,78.93,15.63,1
6,5,43877172.0,43997996.0,108077.98,43786164.0,44209828.0,14.68,15.71,103.52,76.75,15.71,1
7,5,43877172.0,43745996.0,105267.5,43539672.0,43952320.0,15.03,15.62,98.23,71.7,15.62,1
8,5,43877172.0,43900996.0,107165.78,43690952.0,44111040.0,15.04,15.61,96.46,69.89,15.61,1
9,5,43877172.0,43757996.0,109932.95,43542528.0,43973464.0,15.02,15.62,98.52,71.98,15.62,1
0,6,16357096.0,16306999.0,111346.27,16088760.0,16525238.0,15.33,15.64,94.19,67.61,15.64,1
1,6,16357096.0,16394999.0,107091.29,16185100.0,16604898.0,15.0,15.59,94.95,68.32,15.59,1
2,6,16357096.0,16273999.0,110052.83,16058295.0,16489703.0,14.99,15.59,94.77,68.09,15.59,1
3,6,16357096.0,16434999.0,108651.41,16222042.0,16647956.0,15.04,15.69,93.38,65.92,15.69,1
4,6,16357096.0,16511999.0,112611.7,16291280.0,16732718.0,15.03,15.6,91.02,64.38,15.6,1
5,6,16357096.0,16294999.0,107091.78,16085099.0,16504899.0,14.6,15.66,92.82,66.14,15.66,1
6,6,16357096.0,16267999.0,107250.36,16057788.0,16478210.0,14.98,15.59,90.41,63.78,15.59,1
7,6,16357096.0,16391999.0,110663.16,16175099.0,16608899.0,14.98,15.59,90.24,63.5,15.59,1
8,6,16357096.0,16636999.0,108845.84,16423661.0,16850336.0,14.98,15.61,87.29,60.58,15.61,0
9,6,16357096.0,16407999.0,106858.91,16198556.0,16617442.0,15.24,15.69,87.53,60.81,15.69,1
0,7,10792922.0,10969999.0,94829.3,10784134.0,11155864.0,15.03,15.5,83.46,56.9,15.5,1
1,7,10792922.0,10808999.0,94258.05,10624253.0,10993745.0,15.08,15.56,92.76,66.2,15.56,1
2,7,10792922.0,10954999.0,93636.12,10771472.0,11138526.0,14.82,15.47,89.18,62.61,15.47,1
3,7,10792922.0,10929999.0,93817.78,10746116.0,11113882.0,15.1,15.55,86.25,59.64,15.55,1
4,7,10792922.0,10772999.0,93824.32,10589103.0,10956895.0,15.09,15.54,86.92,60.34,15.54,1
5,7,10792922.0,10762999.0,92817.71,10581076.0,10944922.0,14.99,15.5,80.93,58.99,15.5,1
6,7,10792922.0,10703999.0,92435.05,10522826.0,10885172.0,15.07,15.54,80.64,58.0,15.54,1
7,7,10792922.0,10760999.0,94971.4,10574855.0,10947143.0,15.06,15.56,82.17,56.22,15.56,1
8,7,10792922.0,10906999.0,94337.02,10722098.0,11091900.0,15.08,15.58,84.9,58.28,15.58,1
9,7,10792922.0,10909999.0,95381.02,10723052.0,11096946.0,14.97,15.48,87.77,61.23,15.48,1
0,8,10904415.0,11118999.0,89854.18,10942885.0,11295113.0,15.02,15.48,93.7,67.15,15.48,0
1,8,10904415.0,10904999.0,96209.07,10716429.0,11093569.0,15.06,15.51,93.79,67.24,15.51,1
2,8,10904415.0,11011999.0,97970.65,10819977.0,11204021.0,14.98,15.51,87.03,60.47,15.51,1
3,8,10904415.0,10880999.0,95040.29,10694720.0,11067278.0,14.98,15.48,92.17,65.68,15.48,1
4,8,10904415.0,11056999.0,95580.16,10869662.0,11244336.0,15.04,15.56,94.81,68.19,15.56,1
5,8,10904415.0,10963999.0,93715.77,10780316.0,11147682.0,15.01,15.49,98.92,72.41,15.49,1
6,8,10904415.0,10903999.0,93791.17,10720168.0,11087830.0,14.96,15.53,95.51,68.96,15.53,1
7,8,10904415.0,10857999.0,92924.9,10675866.0,11040132.0,14.94,15.48,89.38,62.87,15.48,1
8,8,10904415.0,10943999.0,94745.25,10758298.0,11129700.0,15.01,15.48,92.68,66.16,15.48,1
9,8,10904415.0,11002999.0,94836.62,10817119.0,11188879.0,14.96,15.55,96.23,69.66,15.55,1
0,9,11893287.0,11799999.0,97265.13,11609359.0,11990639.0,15.05,15.59,90.21,63.62,15.59,1
1,9,11893287.0,11828999.0,98782.71,11635385.0,12022613.0,14.94,15.51,89.3,62.77,15.51,1
2,9,11893287.0,12093999.0,98933.83,11900089.0,12287909.0,15.06,15.53,92.12,65.54,15.53,0
3,9,11893287.0,11841999.0,97093.19,11651696.0,12032302.0,15.0,15.52,90.47,63.87,15.52,1
4,9,11893287.0,11836999.0,96445.9,11647965.0,12026033.0,15.02,15.5,92.15,65.68,15.5,1
5,9,11893287.0,11945999.0,98073.46,11753775.0,12138223.0,15.02,15.51,93.05,66.56,15.51,1
6,9,11893287.0,11889999.0,98535.56,11696869.0,12083129.0,15.06,15.52,93.31,66.78,15.52,1
7,9,11893287.0,12018999.0,98782.41,11825385.0,12212613.0,15.09,15.5,86.93,60.58,15.5,1
8,9,11893287.0,11868999.0,98532.24,11675876.0,12062122.0,15.03,15.53,91.34,64.92,15.53,1
