Run number,Query Number,GT,EST,STD,Lower_CI,Upper_CI,RNG_Time,FA_time,Total_Time,Sampling Time,Bootstrap Time,Hit
0,1,2280109.0,2274700.0,11515.97,2252128.75,2297271.25,1.52,1.57,7.36,5.45,1.57,1
1,1,2280109.0,2276600.0,11583.64,2253896.0,2299304.0,1.49,1.57,6.96,5.12,1.57,1
2,1,2280109.0,2284000.0,12104.92,2260274.25,2307725.75,1.5,1.57,6.93,5.08,1.57,1
3,1,2280109.0,2278000.0,12194.42,2254099.0,2301901.0,1.49,1.57,6.8,4.95,1.57,1
4,1,2280109.0,2292600.0,10593.74,2271836.25,2313363.75,1.48,1.57,6.92,5.08,1.57,1
5,1,2280109.0,2291500.0,11977.11,2268024.75,2314975.25,1.51,1.57,6.77,4.93,1.57,1
6,1,2280109.0,2278000.0,12453.43,2253591.25,2302408.75,1.51,1.58,6.87,4.97,1.58,1
7,1,2280109.0,2278300.0,11937.72,2254902.0,2301698.0,1.51,1.58,7.1,5.15,1.58,1
8,1,2280109.0,2280000.0,10624.46,2259176.0,2300824.0,1.51,1.56,6.78,4.94,1.56,1
9,1,2280109.0,2299400.0,12618.63,2274667.5,2324132.5,1.5,1.58,6.83,4.97,1.58,1
0,2,2785246.0,2780300.0,11765.66,2757239.25,2803360.75,1.49,1.57,6.48,4.54,1.57,1
1,2,2785246.0,2798300.0,11040.84,2776660.0,2819940.0,1.51,1.58,6.49,4.54,1.58,1
2,2,2785246.0,2777100.0,12556.89,2752488.5,2801711.5,1.57,1.58,6.43,4.58,1.58,1
3,2,2785246.0,2788600.0,12576.44,2763950.25,2813249.75,1.5,1.58,6.36,4.5,1.58,1
4,2,2785246.0,2785300.0,11920.43,2761936.0,2808664.0,1.51,1.57,6.57,4.73,1.57,1
5,2,2785246.0,2799600.0,11149.88,2777746.25,2821453.75,1.5,1.56,6.34,4.5,1.56,1
6,2,2785246.0,2773200.0,12277.07,2749137.0,2797263.0,1.5,1.57,6.37,4.53,1.57,1
7,2,2785246.0,2777100.0,12244.64,2753100.5,2801099.5,1.5,1.57,6.33,4.49,1.57,1
8,2,2785246.0,2760900.0,11563.32,2738236.0,2783564.0,1.49,1.57,6.43,4.58,1.57,0
9,2,2785246.0,2789800.0,11820.16,2766632.5,2812967.5,1.52,1.57,6.56,4.71,1.57,1
0,3,1928020.0,1934900.0,11354.23,1912645.75,1957154.25,1.5,1.56,6.38,4.55,1.56,1
1,3,1928020.0,1941600.0,10820.77,1920391.25,1962808.75,1.51,1.57,6.5,4.55,1.57,1
2,3,1928020.0,1919500.0,11876.2,1896222.62,1942777.38,1.48,1.56,6.39,4.55,1.56,1
3,3,1928020.0,1926900.0,12197.9,1902992.12,1950807.88,1.5,1.56,6.35,4.51,1.56,1
4,3,1928020.0,1927400.0,11001.02,1905838.0,1948962.0,1.52,1.57,6.4,4.56,1.57,1
5,3,1928020.0,1910800.0,12076.65,1887129.75,1934470.25,1.48,1.57,6.61,4.76,1.57,1
