Run number,Query Number,GT,EST,STD,Lower_CI,Upper_CI,RNG_Time,FA_time,Total_Time,Sampling Time,Bootstrap Time,Hit
0,1,227014.0,208999.0,11134.58,187175.22,230822.78,0.01,0.01,0.64,0.58,0.01,1
1,1,227014.0,218999.0,11459.34,196538.69,241459.31,0.0,0.0,0.66,0.6,0.0,1
2,1,227014.0,240999.0,11360.92,218731.59,263266.41,0.0,0.0,0.63,0.57,0.0,1
3,1,227014.0,229999.0,11443.28,207570.16,252427.84,0.01,0.01,0.66,0.59,0.01,1
4,1,227014.0,231999.0,11620.96,209221.92,254776.08,0.0,0.0,0.64,0.59,0.0,1
5,1,227014.0,224999.0,11877.05,201719.97,248278.03,0.0,0.0,0.62,0.57,0.0,1
6,1,227014.0,224999.0,11120.6,203202.62,246795.38,0.0,0.0,0.63,0.58,0.0,1
7,1,227014.0,226999.0,11723.32,204021.3,249976.7,0.0,0.0,0.65,0.59,0.0,1
8,1,227014.0,229999.0,10738.45,208951.64,251046.36,0.0,0.0,0.64,0.58,0.0,1
9,1,227014.0,236999.0,10827.49,215777.12,258220.88,0.01,0.01,0.64,0.57,0.01,1
0,2,278356.0,287000.0,12243.3,263003.12,310996.88,0.0,0.0,0.61,0.55,0.0,1
1,2,278356.0,251999.0,12027.68,228424.75,275573.25,0.01,0.01,0.6,0.53,0.01,0
2,2,278356.0,292000.0,11665.46,269135.69,314864.31,0.0,0.0,0.6,0.55,0.0,1
3,2,278356.0,276000.0,12806.23,250899.78,301100.22,0.0,0.0,0.62,0.56,0.0,1
4,2,278356.0,279000.0,12522.07,254456.73,303543.25,0.0,0.0,0.56,0.52,0.0,1
5,2,278356.0,266000.0,12907.88,240700.56,291299.44,0.0,0.0,0.62,0.56,0.0,1
6,2,278356.0,279000.0,12849.04,253815.89,304184.12,0.0,0.0,0.6,0.54,0.0,1
7,2,278356.0,272000.0,11477.03,249505.02,294494.97,0.0,0.0,0.56,0.52,0.0,1
8,2,278356.0,252999.0,11825.23,229821.56,276176.44,0.0,0.0,0.61,0.55,0.0,0
9,2,278356.0,280000.0,12332.79,255827.73,304172.25,0.0,0.0,0.64,0.59,0.0,1
0,3,192924.0,182999.0,11017.44,161404.83,204593.17,0.0,0.0,0.58,0.53,0.0,1
1,3,192924.0,207999.0,11436.73,185583.02,230414.98,0.0,0.0,0.59,0.54,0.0,1
2,3,192924.0,203999.0,11721.65,181024.56,226973.44,0.01,0.01,0.57,0.51,0.01,1
3,3,192924.0,200999.0,11677.66,178110.78,223887.22,0.0,0.0,0.56,0.52,0.0,1
4,3,192924.0,189999.0,10887.91,168658.69,211339.31,0.0,0.0,0.6,0.55,0.0,1
5,3,192924.0,183999.0,11796.78,160877.31,207120.69,0.0,0.0,0.56,0.52,0.0,1
6,3,192924.0,178999.0,11677.54,156111.03,201886.97,0.0,0.0,0.59,0.53,0.0,1
7,3,192924.0,211999.0,10400.31,191614.39,232383.61,0.01,0.01,0.58,0.52,0.01,1
8,3,192924.0,189999.0,11280.97,167888.31,212109.69,0.0,0.0,0.62,0.56,0.0,1
9,3,192924.0,187999.0,11566.58,165328.5,210669.5,0.0,0.0,0.59,0.55,0.0,1
0,4,218426.0,229999.0,10973.77,208490.42,251507.58,0.01,0.01,0.74,0.67,0.01,1
1,4,218426.0,216999.0,12183.45,193119.44,240878.56,0.0,0.0,0.74,0.68,0.0,1
2,4,218426.0,214999.0,11654.51,192156.16,237841.84,0.0,0.0,0.72,0.68,0.0,1
3,4,218426.0,209999.0,12045.79,186389.25,233608.75,0.0,0.0,0.74,0.68,0.0,1
4,4,218426.0,220999.0,11911.51,197652.44,244345.56,0.0,0.0,0.72,0.68,0.0,1
5,4,218426.0,213999.0,11615.43,191232.75,236765.25,0.0,0.0,0.73,0.68,0.0,1
6,4,218426.0,226999.0,12212.18,203063.14,250934.86,0.0,0.0,0.74,0.69,0.0,1
7,4,218426.0,204999.0,11386.05,182682.34,227315.66,0.0,0.0,0.71,0.67,0.0,1
8,4,218426.0,203999.0,12061.79,180357.89,227640.11,0.0,0.0,0.74,0.68,0.0,1
9,4,218426.0,214999.0,12152.83,191179.44,238818.56,0.0,0.0,0.73,0.68,0.0,1
0,5,429156.0,436999.0,11417.54,414620.62,459377.38,0.0,0.0,0.79,0.73,0.0,1
1,5,429156.0,435999.0,11214.27,414019.03,457978.97,0.0,0.0,0.79,0.73,0.0,1
2,5,429156.0,422999.0,10344.32,402724.12,443273.88,0.0,0.0,0.76,0.71,0.0,1
3,5,429156.0,418999.0,11821.72,395828.41,442169.59,0.0,0.0,0.78,0.73,0.0,1
4,5,429156.0,453999.0,10150.55,434103.94,473894.06,0.0,0.0,0.77,0.73,0.0,0
5,5,429156.0,426999.0,11726.58,404014.91,449983.09,0.0,0.01,0.79,0.73,0.01,1
6,5,429156.0,428999.0,11357.64,406738.03,451259.97,0.0,0.0,0.78,0.73,0.0,1
7,5,429156.0,436999.0,11256.71,414935.84,459062.16,0.0,0.0,0.79,0.74,0.0,1
8,5,429156.0,429999.0,11429.31,407597.56,452400.44,0.0,0.0,0.77,0.73,0.0,1
9,5,429156.0,418999.0,10919.71,397596.38,440401.62,0.0,0.0,0.79,0.73,0.0,1
0,6,163131.0,160000.0,11106.49,138231.28,181768.72,0.0,0.0,0.67,0.63,0.0,1
1,6,163131.0,178999.0,11283.77,156882.81,201115.19,0.0,0.0,0.69,0.63,0.0,1
2,6,163131.0,158000.0,11449.14,135559.69,180440.31,0.0,0.0,0.7,0.64,0.0,1
3,6,163131.0,161000.0,10750.27,139929.47,182070.53,0.01,0.01,0.7,0.63,0.01,1
4,6,163131.0,159000.0,11120.42,137203.97,180796.03,0.0,0.0,0.7,0.64,0.0,1
5,6,163131.0,164999.0,10933.35,143569.62,186428.38,0.0,0.01,0.69,0.63,0.01,1
6,6,163131.0,169999.0,11277.52,147895.06,192102.94,0.0,0.0,0.69,0.63,0.0,1
7,6,163131.0,164000.0,11636.37,141192.7,186807.3,0.0,0.0,0.72,0.66,0.0,1
8,6,163131.0,170999.0,11255.55,148938.11,193059.89,0.0,0.0,0.7,0.64,0.0,1
9,6,163131.0,177999.0,11417.84,155620.03,200377.97,0.01,0.01,0.7,0.63,0.01,1
0,7,107671.0,125999.0,10496.12,105426.61,146571.39,0.0,0.0,0.64,0.58,0.0,1
1,7,107671.0,105999.0,8698.87,88949.22,123048.78,0.0,0.0,0.64,0.58,0.0,1
2,7,107671.0,109999.0,9219.61,91928.57,128069.43,0.0,0.0,0.66,0.6,0.0,1
3,7,107671.0,110999.0,9498.12,92382.69,129615.31,0.0,0.0,0.64,0.58,0.0,1
4,7,107671.0,108999.0,8546.81,92247.25,125750.75,0.01,0.01,0.65,0.58,0.01,1
5,7,107671.0,94999.0,9297.84,76775.23,113222.77,0.01,0.01,0.65,0.58,0.01,1
6,7,107671.0,106999.0,7837.55,91637.41,122360.59,0.0,0.0,0.64,0.59,0.0,1
7,7,107671.0,113999.0,9779.94,94830.32,133167.69,0.0,0.01,0.65,0.58,0.01,1
8,7,107671.0,115999.0,10367.96,95677.8,136320.19,0.0,0.0,0.65,0.58,0.0,1
9,7,107671.0,117999.0,9951.75,98493.57,137504.42,0.0,0.0,0.62,0.57,0.0,1
0,8,109024.0,111999.0,9782.71,92824.89,131173.11,0.0,0.0,0.74,0.68,0.0,1
1,8,109024.0,112999.0,9899.96,93595.07,132402.94,0.01,0.01,0.74,0.67,0.01,1
2,8,109024.0,98999.0,8977.64,81402.83,116595.17,0.0,0.0,0.7,0.66,0.0,1
3,8,109024.0,102999.0,9257.21,84854.87,121143.13,0.0,0.0,0.72,0.66,0.0,1
4,8,109024.0,113999.0,10420.8,93574.24,134423.77,0.0,0.0,0.68,0.63,0.0,1
5,8,109024.0,108999.0,9957.43,89482.45,128515.55,0.0,0.0,0.72,0.66,0.0,1
6,8,109024.0,112999.0,9080.93,95200.37,130797.63,0.01,0.01,0.7,0.64,0.01,1
7,8,109024.0,124999.0,10018.38,105362.98,144635.02,0.0,0.0,0.71,0.67,0.0,1
8,8,109024.0,101999.0,9219.83,83928.14,120069.86,0.01,0.01,0.72,0.67,0.01,1
9,8,109024.0,121999.0,10740.77,100947.09,143050.91,0.0,0.0,0.69,0.64,0.0,1
0,9,126798.0,118999.0,9550.48,100280.05,137717.95,0.01,0.01,0.73,0.66,0.01,1
1,9,126798.0,119999.0,10706.1,99015.05,140982.95,0.0,0.0,0.66,0.63,0.0,1
2,9,126798.0,114999.0,10440.55,94535.52,135462.48,0.0,0.0,0.71,0.66,0.0,1
3,9,126798.0,130999.0,9537.39,112305.72,149692.28,0.0,0.0,0.68,0.63,0.0,1
4,9,126798.0,122999.0,9572.36,104237.16,141760.83,0.0,0.0,0.69,0.64,0.0,1
5,9,126798.0,119999.0,9849.11,100694.75,139303.25,0.0,0.0,0.7,0.65,0.0,1
6,9,126798.0,104999.0,8614.05,88115.47,121882.53,0.01,0.01,0.7,0.65,0.01,0
7,9,126798.0,119999.0,9852.59,100687.93,139310.06,0.0,0.0,0.73,0.67,0.0,1
8,9,126798.0,130999.0,10172.54,111060.82,150937.17,0.0,0.0,0.7,0.66,0.0,1
9,9,126798.0,121999.0,9476.76,103424.55,140573.45,0.01,0.01,0.71,0.65,0.01,1
0,10,149859.0,142000.0,9388.87,123597.82,160402.17,0.01,0.01,0.61,0.54,0.01,1
1,10,149859.0,138000.0,10250.51,117908.99,158091.0,0.0,0.01,0.6,0.53,0.01,1
2,10,149859.0,158000.0,10975.38,136488.27,179511.73,0.0,0.0,0.59,0.53,0.0,1
3,10,149859.0,153000.0,10833.64,131766.08,174233.92,0.0,0.0,0.63,0.57,0.0,1
4,10,149859.0,150000.0,10875.98,128683.09,171316.92,0.0,0.0,0.58,0.52,0.0,1
5,10,149859.0,138000.0,10488.87,117441.81,158558.19,0.0,0.0,0.61,0.55,0.0,1
6,10,149859.0,148000.0,9502.55,129375.0,166625.0,0.0,0.0,0.6,0.55,0.0,1
7,10,149859.0,143000.0,10989.83,121459.93,164540.06,0.0,0.0,0.59,0.53,0.0,1
8,10,149859.0,143000.0,10781.35,121868.55,164131.45,0.0,0.0,0.58,0.54,0.0,1
9,10,149859.0,153000.0,11743.61,129982.52,176017.48,0.0,0.0,0.6,0.54,0.0,1
